,0,1,2,3,4,5,6,7,8,9
0,34,25,14,29,38,34,31,15,26,24
1,34,25,14,29,38,34,31,15,26,24
2,34,25,14,29,38,34,31,15,26,24
3,34,25,14,29,38,34,31,15,26,24
4,34,25,14,29,38,34,31,15,26,24
5,34,25,14,29,38,34,31,15,26,24
6,34,25,14,29,38,34,31,15,26,24
7,34,25,14,29,38,34,31,15,26,24
8,34,25,14,29,38,34,31,15,26,24
